om,yr,mo,dy,date,time,tz,st,stf,stn,f
300942,2011,4,27,2011-04-27,19:28:00,3,TN,47,82,EF-1
350287,2011,4,27,2011-04-27,19:29:00,3,TN,47,83,EF-2
302972,2011,4,27,2011-04-27,19:31:00,3,TN,47,84,EF-0
296915,2011,4,27,2011-04-27,19:33:00,3,TN,47,85,EF-1
347884,2011,4,27,2011-04-27,19:35:00,3,TN,47,86,EF-2
300949,2011,4,27,2011-04-27,19:43:00,3,TN,47,87,EF-0
315353,2011,4,27,2011-04-27,19:50:00,3,AL,1,117,EF-1
301187,2011,4,27,2011-04-27,20:04:00,3,VA,51,23,EF-0
302107,2011,4,27,2011-04-27,20:05:00,3,AL,1,118,EF-2
300459,2011,4,27,2011-04-27,20:06:00,3,TN,47,88,EF-4
301185,2011,4,27,2011-04-27,20:13:00,3,VA,51,24,EF-1
315354,2011,4,27,2011-04-27,20:19:00,3,AL,1,119,EF-1
300730,2011,4,27,2011-04-27,20:28:00,3,TN,47,89,EF-2
302482,2011,4,27,2011-04-27,20:28:00,3,TN,47,90,EF-0
315358,2011,4,27,2011-04-27,20:29:00,3,AL,1,120,EF-1
306267,2011,4,27,2011-04-27,20:30:00,3,GA,13,22,EF-3
300951,2011,4,27,2011-04-27,20:32:00,3,TN,47,91,EF-0
300732,2011,4,27,2011-04-27,20:37:00,3,TN,47,92,EF-1
306314,2011,4,27,2011-04-27,20:45:00,3,GA,13,23,EF-1
344858,2011,4,27,2011-04-27,20:45:00,3,NC,37,38,EF-0
301581,2011,4,27,2011-04-27,20:46:00,3,VA,51,25,EF-1
302978,2011,4,27,2011-04-27,20:47:00,3,TN,47,93,EF-0
315364,2011,4,27,2011-04-27,20:48:00,3,AL,1,121,EF-0
347518,2011,4,27,2011-04-27,20:51:00,3,TN,47,94,EF-3
289003,2011,4,27,2011-04-27,20:58:00,3,WV,54,1,EF-1
339858,2011,4,27,2011-04-27,21:18:00,3,TN,47,95,EF-0
306600,2011,4,27,2011-04-27,21:20:00,3,GA,13,24,EF-2
302303,2011,4,27,2011-04-27,21:25:00,3,VA,51,26,EF-0
297650,2011,4,27,2011-04-27,21:45:00,3,TN,47,96,EF-2
306601,2011,4,27,2011-04-27,21:55:00,3,GA,13,25,EF-2
306606,2011,4,27,2011-04-27,21:59:00,3,GA,13,26,EF-3
301186,2011,4,27,2011-04-27,22:05:00,3,VA,51,27,EF-1
304304,2011,4,27,2011-04-27,22:13:00,3,VA,51,28,EF-1
301785,2011,4,27,2011-04-27,22:31:00,3,NC,37,39,EF-0
306882,2011,4,27,2011-04-27,22:38:00,3,GA,13,27,EF-3
297632,2011,4,27,2011-04-27,22:40:00,3,TN,47,97,EF-3
298380,2011,4,27,2011-04-27,23:01:00,3,VA,51,29,EF-3
307092,2011,4,27,2011-04-27,23:11:00,3,GA,13,28,EF-1
302432,2011,4,27,2011-04-27,23:23:00,3,NY,36,4,EF-2
302214,2011,4,27,2011-04-27,23:27:00,3,MD,24,10,EF-0
302219,2011,4,27,2011-04-27,23:35:00,3,MD,24,11,EF-0
304295,2011,4,27,2011-04-27,23:39:00,3,VA,51,30,EF-0
302441,2011,4,27,2011-04-27,23:41:00,3,NY,36,5,EF-1
302227,2011,4,28,2011-04-28,00:12:00,3,VA,51,31,EF-2
302222,2011,4,28,2011-04-28,00:17:00,3,VA,51,32,EF-1
289227,2011,4,28,2011-04-28,00:20:00,3,PA,42,4,EF-1
307106,2011,4,28,2011-04-28,00:50:00,3,GA,13,29,EF-1
289233,2011,4,28,2011-04-28,00:53:00,3,PA,42,5,EF-1
302232,2011,4,28,2011-04-28,01:01:00,3,VA,51,33,EF-1
303164,2011,4,28,2011-04-28,01:20:00,3,NY,36,6,EF-2
301814,2011,4,28,2011-04-28,01:22:00,3,NC,37,40,EF-1
301825,2011,4,28,2011-04-28,01:33:00,3,NC,37,41,EF-1
307167,2011,4,28,2011-04-28,01:39:00,3,GA,13,30,EF-1
302326,2011,4,28,2011-04-28,01:45:00,3,VA,51,34,EF-0
302251,2011,4,28,2011-04-28,01:55:00,3,VA,51,35,EF-1
303160,2011,4,28,2011-04-28,01:58:00,3,NY,36,7,EF-1
303149,2011,4,28,2011-04-28,02:58:00,3,NY,36,8,EF-1
298268,2011,4,28,2011-04-28,03:04:00,3,NY,36,9,EF-1
303524,2011,4,28,2011-04-28,03:50:00,3,FL,12,23,EF-1
303193,2011,4,28,2011-04-28,03:50:00,3,PA,42,6,EF-0
289235,2011,4,28,2011-04-28,03:55:00,3,PA,42,7,EF-2
289249,2011,4,28,2011-04-28,04:20:00,3,PA,42,8,EF-1
289252,2011,4,28,2011-04-28,04:30:00,3,PA,42,9,EF-2
302255,2011,4,28,2011-04-28,04:45:00,3,MD,24,12,EF-0
302256,2011,4,28,2011-04-28,05:37:00,3,MD,24,13,EF-0
287937,2011,4,28,2011-04-28,05:37:00,3,SC,45,12,EF-1
287957,2011,4,28,2011-04-28,05:50:00,3,SC,45,13,EF-1
302265,2011,4,28,2011-04-28,06:09:00,3,MD,24,14,EF-0
287946,2011,4,28,2011-04-28,06:18:00,3,SC,45,14,EF-0
302268,2011,4,28,2011-04-28,07:54:00,3,MD,24,15,EF-0
303642,2011,4,28,2011-04-28,08:15:00,3,VA,51,36,EF-1
302273,2011,4,28,2011-04-28,09:25:00,3,MD,24,16,EF-1
302277,2011,4,28,2011-04-28,09:41:00,3,MD,24,17,EF-0
292056,2011,4,28,2011-04-28,13:00:00,3,NC,37,42,EF-1
304461,2011,4,28,2011-04-28,13:43:00,3,NC,37,43,EF-0
304476,2011,4,28,2011-04-28,14:07:00,3,NC,37,44,EF-1
305053,2011,4,28,2011-04-28,14:10:00,3,NC,37,45,EF-0
292057,2011,4,28,2011-04-28,14:20:00,3,NC,37,46,EF-0
287947,2011,4,28,2011-04-28,14:22:00,3,GA,13,31,EF-0
305092,2011,4,28,2011-04-28,14:29:00,3,NC,37,47,EF-1
292058,2011,4,28,2011-04-28,14:30:00,3,NC,37,48,EF-0
305110,2011,4,28,2011-04-28,14:38:00,3,NC,37,49,EF-0
292059,2011,4,28,2011-04-28,15:23:00,3,NC,37,50,EF-0
293874,2011,4,30,2011-04-30,18:06:00,3,TX,48,60,EF-0
293867,2011,4,30,2011-04-30,19:26:00,3,TX,48,61,EF-0
293868,2011,4,30,2011-04-30,20:24:00,3,TX,48,62,EF-0
289881,2011,5,1,2011-05-01,18:13:00,3,AR,5,61,EF-1
316249,2011,5,2,2011-05-02,16:43:00,3,CO,8,1,EF-0
299169,2011,5,7,2011-05-07,15:06:00,3,IL,17,41,EF-0
305529,2011,5,7,2011-05-07,17:08:00,3,IL,17,42,EF-0
317055,2011,5,8,2011-05-08,19:03:00,3,SD,46,1,EF-0
295868,2011,5,9,2011-05-09,18:35:00,3,NE,31,2,EF-0
295869,2011,5,9,2011-05-09,19:10:00,3,NE,31,3,EF-0
313242,2011,5,9,2011-05-09,20:55:00,3,SD,46,2,EF-1
313244,2011,5,9,2011-05-09,21:45:00,3,SD,46,3,EF-0
313247,2011,5,9,2011-05-09,23:07:00,3,SD,46,4,EF-0
290262,2011,5,10,2011-05-10,18:55:00,3,MN,27,1,EF-1
308242,2011,5,11,2011-05-11,12:40:00,3,NE,31,4,EF-0
315284,2011,5,11,2011-05-11,12:55:00,3,TX,48,63,EF-0
315286,2011,5,11,2011-05-11,13:30:00,3,TX,48,64,EF-0
298357,2011,5,11,2011-05-11,13:50:00,3,NE,31,5,EF-1
298358,2011,5,11,2011-05-11,14:00:00,3,NE,31,6,EF-1
292748,2011,5,11,2011-05-11,15:20:00,3,IA,19,29,EF-0
290636,2011,5,11,2011-05-11,15:38:00,3,IA,19,30,EF-1
290637,2011,5,11,2011-05-11,15:45:00,3,IA,19,31,EF-1
290633,2011,5,11,2011-05-11,15:58:00,3,IA,19,32,EF-0
308461,2011,5,11,2011-05-11,17:11:00,3,OK,40,52,EF-0
308463,2011,5,11,2011-05-11,17:47:00,3,OK,40,53,EF-1
312192,2011,5,11,2011-05-11,17:53:00,3,IA,19,33,EF-0
312196,2011,5,11,2011-05-11,18:07:00,3,IA,19,34,EF-0
292507,2011,5,11,2011-05-11,18:23:00,3,MO,29,30,EF-0
309383,2011,5,11,2011-05-11,19:21:00,3,MO,29,31,EF-0
313231,2011,5,11,2011-05-11,19:35:00,3,MO,29,32,EF-0
306353,2011,5,12,2011-05-12,15:46:00,3,NE,31,7,EF-0
306354,2011,5,12,2011-05-12,16:33:00,3,NE,31,8,EF-0
306355,2011,5,12,2011-05-12,16:36:00,3,NE,31,9,EF-0
292610,2011,5,13,2011-05-13,11:46:00,3,LA,22,42,EF-0
300781,2011,5,13,2011-05-13,12:30:00,3,IL,17,43,EF-0
292612,2011,5,13,2011-05-13,13:50:00,3,LA,22,43,EF-0
299348,2011,5,14,2011-05-14,17:42:00,3,OH,39,19,EF-0
299349,2011,5,14,2011-05-14,18:28:00,3,OH,39,20,EF-0
314974,2011,5,17,2011-05-17,15:35:00,3,MD,24,18,EF-0
312827,2011,5,17,2011-05-17,17:45:00,3,CO,8,2,EF-0
314973,2011,5,17,2011-05-17,18:10:00,3,MD,24,19,EF-1
312834,2011,5,17,2011-05-17,18:18:00,3,CO,8,3,EF-0
306723,2011,5,18,2011-05-18,11:50:00,3,PA,42,10,EF-0
292559,2011,5,18,2011-05-18,16:05:00,3,PA,42,11,EF-1
316245,2011,5,18,2011-05-18,17:55:00,3,CO,8,4,EF-0
306910,2011,5,19,2011-05-19,10:35:00,3,MD,24,20,EF-0
292626,2011,5,19,2011-05-19,15:43:00,3,KS,20,9,EF-0
292627,2011,5,19,2011-05-19,15:48:00,3,KS,20,10,EF-0
315986,2011,5,19,2011-05-19,15:50:00,3,OK,40,54,EF-0
292628,2011,5,19,2011-05-19,16:15:00,3,KS,20,11,EF-0
316263,2011,5,19,2011-05-19,16:23:00,3,CO,8,5,EF-0
307283,2011,5,19,2011-05-19,16:25:00,3,KS,20,12,EF-0
316000,2011,5,19,2011-05-19,17:09:00,3,OK,40,55,EF-0
321365,2011,5,19,2011-05-19,17:40:00,3,OK,40,56,EF-0
316367,2011,5,19,2011-05-19,18:34:00,3,TX,48,65,EF-0
317417,2011,5,19,2011-05-19,19:30:00,3,KS,20,13,EF-0
309601,2011,5,20,2011-05-20,07:20:00,3,AR,5,62,EF-0
309594,2011,5,20,2011-05-20,08:37:00,3,OK,40,57,EF-1
297720,2011,5,20,2011-05-20,16:36:00,3,TX,48,66,EF-0
293055,2011,5,20,2011-05-20,16:48:00,3,AR,5,63,EF-0
297717,2011,5,20,2011-05-20,17:38:00,3,TX,48,67,EF-0
295482,2011,5,20,2011-05-20,20:27:00,3,MT,30,1,EF-1
312008,2011,5,21,2011-05-21,15:24:00,3,TX,48,68,EF-0
295465,2011,5,21,2011-05-21,17:16:00,3,KS,20,14,EF-0
295466,2011,5,21,2011-05-21,17:35:00,3,KS,20,15,EF-0
317747,2011,5,21,2011-05-21,17:36:00,3,MN,27,2,EF-0
309878,2011,5,21,2011-05-21,17:57:00,3,KS,20,16,EF-0
316954,2011,5,21,2011-05-21,18:00:00,3,OK,40,58,EF-0
295468,2011,5,21,2011-05-21,18:20:00,3,KS,20,17,EF-0
309939,2011,5,21,2011-05-21,18:30:00,3,MO,29,33,EF-0
315932,2011,5,21,2011-05-21,18:39:00,3,OK,40,59,EF-1
315959,2011,5,21,2011-05-21,19:18:00,3,OK,40,60,EF-0
315965,2011,5,21,2011-05-21,19:29:00,3,OK,40,61,EF-0
315979,2011,5,21,2011-05-21,19:41:00,3,OK,40,62,EF-1
295471,2011,5,21,2011-05-21,19:50:00,3,KS,20,18,EF-1
302216,2011,5,21,2011-05-21,20:00:00,3,TX,48,69,EF-0
295476,2011,5,21,2011-05-21,20:10:00,3,KS,20,19,EF-3
295478,2011,5,21,2011-05-21,20:20:00,3,KS,20,20,EF-0
309308,2011,5,21,2011-05-21,21:41:00,3,KS,20,21,EF-0
295488,2011,5,21,2011-05-21,21:43:00,3,KS,20,22,EF-1
294080,2011,5,22,2011-05-22,13:13:00,3,MN,27,3,EF-1
300438,2011,5,22,2011-05-22,13:33:00,3,IA,19,35,EF-2
300438,2011,5,22,2011-05-22,13:33:00,3,IA,19,35,EF-2
319067,2011,5,22,2011-05-22,13:33:00,3,WI,55,16,EF-1
309324,2011,5,22,2011-05-22,13:38:00,3,MO,29,34,EF-0
307316,2011,5,22,2011-05-22,13:40:00,3,IA,19,36,EF-2
293758,2011,5,22,2011-05-22,13:52:00,3,MN,27,4,EF-0
307318,2011,5,22,2011-05-22,13:54:00,3,IA,19,37,EF-0
300438,2011,5,22,2011-05-22,14:05:00,3,MN,27,5,EF-1
293108,2011,5,22,2011-05-22,14:13:00,3,IA,19,38,EF-0
294123,2011,5,22,2011-05-22,14:16:00,3,MN,27,6,EF-0
309326,2011,5,22,2011-05-22,14:25:00,3,MO,29,35,EF-0
301562,2011,5,22,2011-05-22,14:37:00,3,IA,19,39,EF-1
309336,2011,5,22,2011-05-22,14:58:00,3,MO,29,36,EF-0
294142,2011,5,22,2011-05-22,15:00:00,3,WI,55,17,EF-1
304462,2011,5,22,2011-05-22,15:01:00,3,IA,19,40,EF-0
304520,2011,5,22,2011-05-22,15:05:00,3,MN,27,7,EF-2
304520,2011,5,22,2011-05-22,15:05:00,3,MN,27,7,EF-2
307282,2011,5,22,2011-05-22,15:10:00,3,KS,20,23,EF-0
304520,2011,5,22,2011-05-22,15:20:00,3,WI,55,18,EF-2
305391,2011,5,22,2011-05-22,15:37:00,3,IN,18,40,EF-1
306899,2011,5,22,2011-05-22,15:47:00,3,WI,55,19,EF-1
309349,2011,5,22,2011-05-22,15:50:00,3,MO,29,37,EF-1
307472,2011,5,22,2011-05-22,16:15:00,3,WI,55,20,EF-2
296616,2011,5,22,2011-05-22,16:34:00,3,MO,29,38,EF-5
319108,2011,5,22,2011-05-22,16:39:00,3,WI,55,21,EF-0
319110,2011,5,22,2011-05-22,16:52:00,3,WI,55,22,EF-0
319111,2011,5,22,2011-05-22,17:01:00,3,WI,55,23,EF-0
296624,2011,5,22,2011-05-22,17:10:00,3,MO,29,39,EF-2
315460,2011,5,22,2011-05-22,17:20:00,3,TX,48,70,EF-0
304270,2011,5,22,2011-05-22,17:25:00,3,IL,17,44,EF-1
319114,2011,5,22,2011-05-22,17:26:00,3,WI,55,24,EF-0
304813,2011,5,22,2011-05-22,17:28:00,3,IL,17,45,EF-1
310045,2011,5,22,2011-05-22,17:33:00,3,OK,40,63,EF-2
304267,2011,5,22,2011-05-22,17:40:00,3,IL,17,46,EF-1
310047,2011,5,22,2011-05-22,17:42:00,3,OK,40,64,EF-1
310331,2011,5,22,2011-05-22,17:52:00,3,OK,40,65,EF-3
310331,2011,5,22,2011-05-22,17:52:00,3,OK,40,65,EF-3
305416,2011,5,22,2011-05-22,17:55:00,3,IL,17,47,EF-1
305420,2011,5,22,2011-05-22,17:59:00,3,IL,17,48,EF-1
296629,2011,5,22,2011-05-22,18:10:00,3,MO,29,40,EF-2
310331,2011,5,22,2011-05-22,18:26:00,3,MO,29,41,EF-3
310052,2011,5,22,2011-05-22,18:27:00,3,OK,40,66,EF-1
316733,2011,5,22,2011-05-22,18:33:00,3,WI,55,25,EF-0
316734,2011,5,22,2011-05-22,18:47:00,3,WI,55,26,EF-0
310600,2011,5,22,2011-05-22,18:50:00,3,OK,40,67,EF-0
310055,2011,5,22,2011-05-22,19:13:00,3,OK,40,68,EF-1
310058,2011,5,22,2011-05-22,19:14:00,3,OK,40,69,EF-2
310057,2011,5,22,2011-05-22,19:29:00,3,OK,40,70,EF-0
310271,2011,5,22,2011-05-22,19:30:00,3,OK,40,71,EF-2
310282,2011,5,22,2011-05-22,19:36:00,3,OK,40,72,EF-1
302596,2011,5,22,2011-05-22,19:41:00,3,ND,38,1,EF-0
310297,2011,5,22,2011-05-22,19:44:00,3,OK,40,73,EF-1
310304,2011,5,22,2011-05-22,19:54:00,3,AR,5,64,EF-1
306901,2011,5,23,2011-05-23,12:45:00,3,MO,29,42,EF-0
301333,2011,5,23,2011-05-23,14:54:00,3,MO,29,43,EF-0
293471,2011,5,23,2011-05-23,15:23:00,3,PA,42,12,EF-2
315889,2011,5,23,2011-05-23,15:26:00,3,OK,40,74,EF-0
317594,2011,5,23,2011-05-23,15:32:00,3,IN,18,41,EF-0
293472,2011,5,23,2011-05-23,15:39:00,3,PA,42,13,EF-1
302323,2011,5,23,2011-05-23,16:15:00,3,MI,26,2,EF-0
301289,2011,5,23,2011-05-23,16:25:00,3,IL,17,49,EF-1
293470,2011,5,23,2011-05-23,16:37:00,3,PA,42,14,EF-1
299350,2011,5,23,2011-05-23,16:43:00,3,IN,18,42,EF-0
310040,2011,5,23,2011-05-23,16:52:00,3,OK,40,75,EF-0
317606,2011,5,23,2011-05-23,16:56:00,3,OH,39,21,EF-1
311413,2011,5,23,2011-05-23,17:25:00,3,PA,42,15,EF-0
299353,2011,5,23,2011-05-23,17:43:00,3,OH,39,22,EF-0
293512,2011,5,23,2011-05-23,17:52:00,3,TN,47,98,EF-2
293512,2011,5,23,2011-05-23,17:52:00,3,TN,47,98,EF-2
312378,2011,5,23,2011-05-23,17:55:00,3,OH,39,23,EF-1
293512,2011,5,23,2011-05-23,18:10:00,3,KY,21,50,EF-2
312388,2011,5,23,2011-05-23,18:10:00,3,OH,39,24,EF-1
328687,2011,5,24,2011-05-24,13:35:00,3,KS,20,24,EF-0
316281,2011,5,24,2011-05-24,14:10:00,3,CO,8,6,EF-0
315803,2011,5,24,2011-05-24,14:20:00,3,OK,40,76,EF-3
315827,2011,5,24,2011-05-24,14:31:00,3,OK,40,77,EF-3
328689,2011,5,24,2011-05-24,14:34:00,3,KS,20,25,EF-0
328696,2011,5,24,2011-05-24,14:45:00,3,KS,20,26,EF-0
315820,2011,5,24,2011-05-24,14:47:00,3,OK,40,78,EF-0
315837,2011,5,24,2011-05-24,14:50:00,3,OK,40,79,EF-5
311411,2011,5,24,2011-05-24,14:55:00,3,VA,51,37,EF-0
315853,2011,5,24,2011-05-24,15:37:00,3,OK,40,80,EF-0
328740,2011,5,24,2011-05-24,15:52:00,3,KS,20,27,EF-2
315858,2011,5,24,2011-05-24,16:06:00,3,OK,40,81,EF-4
293936,2011,5,24,2011-05-24,16:09:00,3,KS,20,28,EF-1
328723,2011,5,24,2011-05-24,16:20:00,3,KS,20,29,EF-0
315869,2011,5,24,2011-05-24,16:26:00,3,OK,40,82,EF-4
328729,2011,5,24,2011-05-24,16:35:00,3,KS,20,30,EF-0
315861,2011,5,24,2011-05-24,16:45:00,3,OK,40,83,EF-0
307298,2011,5,24,2011-05-24,16:46:00,3,TX,48,71,EF-0
315880,2011,5,24,2011-05-24,16:50:00,3,OK,40,84,EF-2
328715,2011,5,24,2011-05-24,17:01:00,3,KS,20,31,EF-1
315887,2011,5,24,2011-05-24,17:02:00,3,OK,40,85,EF-1
328735,2011,5,24,2011-05-24,17:27:00,3,KS,20,32,EF-0
315890,2011,5,24,2011-05-24,17:36:00,3,OK,40,86,EF-2
307300,2011,5,24,2011-05-24,17:40:00,3,TX,48,72,EF-0
310349,2011,5,24,2011-05-24,17:44:00,3,OK,40,87,EF-1
310353,2011,5,24,2011-05-24,17:49:00,3,OK,40,88,EF-2
293949,2011,5,24,2011-05-24,18:11:00,3,KS,20,33,EF-0
293955,2011,5,24,2011-05-24,18:22:00,3,KS,20,34,EF-0
315905,2011,5,24,2011-05-24,18:30:00,3,OK,40,89,EF-1
309930,2011,5,24,2011-05-24,18:34:00,3,TX,48,73,EF-0
307317,2011,5,24,2011-05-24,18:38:00,3,TX,48,74,EF-0
307350,2011,5,24,2011-05-24,18:38:00,3,TX,48,75,EF-0
307376,2011,5,24,2011-05-24,18:45:00,3,TX,48,76,EF-0
293939,2011,5,24,2011-05-24,18:50:00,3,KS,20,35,EF-0
307405,2011,5,24,2011-05-24,18:51:00,3,TX,48,77,EF-2
309286,2011,5,24,2011-05-24,19:23:00,3,TX,48,78,EF-1
310375,2011,5,24,2011-05-24,19:42:00,3,OK,40,90,EF-2
310396,2011,5,24,2011-05-24,20:13:00,3,OK,40,91,EF-2
312948,2011,5,24,2011-05-24,20:48:00,3,OK,40,92,EF-1
309283,2011,5,24,2011-05-24,20:48:00,3,TX,48,79,EF-0
312958,2011,5,24,2011-05-24,20:50:00,3,OK,40,93,EF-1
312951,2011,5,24,2011-05-24,21:06:00,3,OK,40,94,EF-1
312963,2011,5,24,2011-05-24,21:14:00,3,OK,40,95,EF-0
309285,2011,5,24,2011-05-24,21:43:00,3,TX,48,80,EF-0
312972,2011,5,24,2011-05-24,21:44:00,3,OK,40,96,EF-2
312979,2011,5,24,2011-05-24,22:37:00,3,OK,40,97,EF-1
312979,2011,5,24,2011-05-24,22:37:00,3,OK,40,97,EF-1
312979,2011,5,24,2011-05-24,22:40:00,3,AR,5,65,EF-1
312994,2011,5,24,2011-05-24,22:53:00,3,AR,5,66,EF-4
312994,2011,5,24,2011-05-24,22:53:00,3,AR,5,66,EF-0
308464,2011,5,24,2011-05-24,23:25:00,3,AR,5,67,EF-3
306900,2011,5,25,2011-05-25,00:30:00,3,MO,29,44,EF-1
306005,2011,5,25,2011-05-25,06:35:00,3,IL,17,50,EF-1
306007,2011,5,25,2011-05-25,06:39:00,3,IL,17,51,EF-1
306758,2011,5,25,2011-05-25,08:04:00,3,IL,17,52,EF-1
306765,2011,5,25,2011-05-25,08:13:00,3,IN,18,43,EF-0
306767,2011,5,25,2011-05-25,08:19:00,3,IN,18,44,EF-2
306770,2011,5,25,2011-05-25,08:24:00,3,IN,18,45,EF-1
306771,2011,5,25,2011-05-25,08:26:00,3,IN,18,46,EF-1
310367,2011,5,25,2011-05-25,08:45:00,3,IN,18,47,EF-0
313566,2011,5,25,2011-05-25,09:45:00,3,KS,20,36,EF-0
313570,2011,5,25,2011-05-25,10:10:00,3,KS,20,37,EF-0
313575,2011,5,25,2011-05-25,10:22:00,3,KS,20,38,EF-0
313418,2011,5,25,2011-05-25,10:35:00,3,MO,29,45,EF-0
313576,2011,5,25,2011-05-25,10:38:00,3,KS,20,39,EF-0
313424,2011,5,25,2011-05-25,11:22:00,3,MO,29,46,EF-2
313422,2011,5,25,2011-05-25,11:33:00,3,MO,29,47,EF-0
313423,2011,5,25,2011-05-25,11:45:00,3,MO,29,48,EF-0
313437,2011,5,25,2011-05-25,11:52:00,3,MO,29,49,EF-0
313456,2011,5,25,2011-05-25,12:04:00,3,MO,29,50,EF-0
313459,2011,5,25,2011-05-25,12:07:00,3,MO,29,51,EF-0
324618,2011,5,25,2011-05-25,13:15:00,3,MO,29,52,EF-1
310389,2011,5,25,2011-05-25,13:26:00,3,OH,39,25,EF-0
306898,2011,5,25,2011-05-25,13:56:00,3,MO,29,53,EF-1
307045,2011,5,25,2011-05-25,14:49:00,3,MO,29,54,EF-3
308994,2011,5,25,2011-05-25,15:13:00,3,AR,5,68,EF-1
317194,2011,5,25,2011-05-25,15:15:00,3,IN,18,48,EF-1
317944,2011,5,25,2011-05-25,15:20:00,3,IN,18,49,EF-1
322964,2011,5,25,2011-05-25,15:35:00,3,MO,29,55,EF-1
307058,2011,5,25,2011-05-25,15:37:00,3,MO,29,56,EF-1
302355,2011,5,25,2011-05-25,15:44:00,3,MO,29,57,EF-0
293771,2011,5,25,2011-05-25,15:45:00,3,IA,19,41,EF-1
323244,2011,5,25,2011-05-25,15:46:00,3,MO,29,58,EF-1
323245,2011,5,25,2011-05-25,15:47:00,3,MO,29,59,EF-1
302350,2011,5,25,2011-05-25,15:51:00,3,MO,29,60,EF-0
302351,2011,5,25,2011-05-25,15:58:00,3,MO,29,61,EF-0
293774,2011,5,25,2011-05-25,16:00:00,3,IA,19,42,EF-1
312409,2011,5,25,2011-05-25,16:00:00,3,OH,39,26,EF-1
302354,2011,5,25,2011-05-25,16:14:00,3,MO,29,62,EF-0
313362,2011,5,25,2011-05-25,16:14:00,3,OH,39,27,EF-0
323252,2011,5,25,2011-05-25,16:26:00,3,MO,29,63,EF-1
311348,2011,5,25,2011-05-25,17:06:00,3,IL,17,53,EF-0
311351,2011,5,25,2011-05-25,17:09:00,3,IL,17,54,EF-1
313117,2011,5,25,2011-05-25,17:10:00,3,OH,39,28,EF-0
318061,2011,5,25,2011-05-25,17:18:00,3,AR,5,69,EF-0
302353,2011,5,25,2011-05-25,17:18:00,3,MO,29,64,EF-1
307040,2011,5,25,2011-05-25,17:28:00,3,IL,17,55,EF-2
302352,2011,5,25,2011-05-25,17:30:00,3,MO,29,65,EF-0
312464,2011,5,25,2011-05-25,17:30:00,3,OH,39,29,EF-0
307063,2011,5,25,2011-05-25,17:39:00,3,IL,17,56,EF-1
301424,2011,5,25,2011-05-25,17:40:00,3,IL,17,57,EF-1
301428,2011,5,25,2011-05-25,17:45:00,3,IL,17,58,EF-1
318114,2011,5,25,2011-05-25,17:48:00,3,AR,5,70,EF-1
301431,2011,5,25,2011-05-25,17:55:00,3,IL,17,59,EF-2
311355,2011,5,25,2011-05-25,17:58:00,3,IL,17,60,EF-0
317947,2011,5,25,2011-05-25,17:58:00,3,IN,18,50,EF-3
299806,2011,5,25,2011-05-25,18:08:00,3,CA,6,6,EF-1
299818,2011,5,25,2011-05-25,18:12:00,3,CA,6,7,EF-1
311367,2011,5,25,2011-05-25,18:18:00,3,IL,17,61,EF-1
311370,2011,5,25,2011-05-25,18:35:00,3,IL,17,62,EF-0
311375,2011,5,25,2011-05-25,18:57:00,3,IL,17,63,EF-2
297746,2011,5,25,2011-05-25,18:58:00,3,LA,22,44,EF-0
307055,2011,5,25,2011-05-25,19:09:00,3,IN,18,51,EF-2
301816,2011,5,25,2011-05-25,19:19:00,3,KY,21,51,EF-0
317950,2011,5,25,2011-05-25,19:20:00,3,IN,18,52,EF-1
297750,2011,5,25,2011-05-25,19:20:00,3,LA,22,45,EF-1
301473,2011,5,25,2011-05-25,19:35:00,3,IN,18,53,EF-2
301474,2011,5,25,2011-05-25,19:36:00,3,IN,18,54,EF-1
306017,2011,5,25,2011-05-25,19:37:00,3,AR,5,71,EF-2
317952,2011,5,25,2011-05-25,19:38:00,3,IN,18,55,EF-0
301476,2011,5,25,2011-05-25,19:39:00,3,IN,18,56,EF-1
317953,2011,5,25,2011-05-25,19:40:00,3,IN,18,57,EF-1
299822,2011,5,25,2011-05-25,19:45:00,3,CA,6,8,EF-2
294646,2011,5,25,2011-05-25,19:50:00,3,IN,18,58,EF-2
294648,2011,5,25,2011-05-25,19:54:00,3,IN,18,59,EF-1
317957,2011,5,25,2011-05-25,20:14:00,3,IN,18,60,EF-1
301819,2011,5,25,2011-05-25,20:17:00,3,KY,21,52,EF-0
294665,2011,5,25,2011-05-25,20:22:00,3,IN,18,61,EF-2
294675,2011,5,25,2011-05-25,20:28:00,3,IN,18,62,EF-1
294677,2011,5,25,2011-05-25,20:31:00,3,IN,18,63,EF-1
317959,2011,5,25,2011-05-25,21:15:00,3,IN,18,64,EF-0
297760,2011,5,25,2011-05-25,21:22:00,3,LA,22,46,EF-0
295475,2011,5,25,2011-05-25,22:17:00,3,AL,1,122,EF-2
295404,2011,5,25,2011-05-25,22:30:00,3,AL,1,123,EF-1
313111,2011,5,25,2011-05-25,22:30:00,3,OH,39,30,EF-1
295406,2011,5,25,2011-05-25,22:40:00,3,AL,1,124,EF-0
295408,2011,5,25,2011-05-25,22:49:00,3,AL,1,125,EF-0
293722,2011,5,25,2011-05-25,22:49:00,3,TX,48,81,EF-0
296994,2011,5,25,2011-05-25,22:55:00,3,AL,1,126,EF-0
295410,2011,5,25,2011-05-25,23:00:00,3,AL,1,127,EF-0
293724,2011,5,25,2011-05-25,23:15:00,3,TX,48,82,EF-0
